0.0,0.15196232403006424,0.276736971229707,0.37942382770716593,0.4641615989087955,0.5343080140949488,0.592586451896868,0.6412052112888558,0.6819545035045342,0.7162853028118802,0.7453734289014462,0.7701716093885519,0.7914517623170124,0.8098393241735854,0.82584111062254,0.8398679203215103,0.8522528656739146,0.8632662297588026,0.873127499058697,0.8820151008731919,0.8900742769184928,0.8974234677077786,0.9041595428302627,0.9103619898667683,0.9160962525905172,0.921416383306273,0.9263671687050998,0.9309858485748206,0.9352994592289414,0.939329322681707,0.9430968265148894,0.946620996275497,0.9499192335048952,0.9530080676594631,0.9559019598956557,0.9586150519841161,0.9611595356715332,0.9635474140679485,0.9657890587205237,0.9678946270482107,0.9698729894739218,0.9717327440952848,0.9734815015747742,0.9751265577584098,0.9766744560822851,0.978131410653075,0.9795030569968981,0.9807947118476072,0.9820112375460961,0.9831572052528197,0.984236819462892,0.9852540293997072,0.9862124812582259,0.9871156020503897,0.9879665661095065,0.9887683579795176,0.9895237553480625,0.9902353638652351,0.9909056295290436,0.9915368304529716,0.9921311356273284,0.9926905389397696,0.9932169759593701,0.9937121958173356,0.9941779319314743,0.9946157281483077,0.9950271336096731,0.9954135293635888,0.9957762843422333,0.9961166640877439,0.9964358488598086,0.9967350394623393,0.9970152175859915,0.9972775519224354,0.9975228390494499,0.9977522096691616,0.9979663260891756,0.9981662333630108,0.998352544025243,0.9985261396997653,0.9986872344612503,0.9988361182202888,0.9989731479487609,0.9990987386035688,0.9992133540094763,0.9993174978655288,0.9994117050069222,0.9994965330402014,0.9995725544564986,0.9996403493106867,0.9997004985344469,0.9997535779303186,0.9998001528735261,0.9998407737299042,0.9998759719821878,0.9999062570434543,0.9999321137256395,0.9999540003225916,0.9999723472608905,0.9999875562674008,1.0

