0.0,0.0,0.0,0.0,0.050328437500000024,0.07297623437500005,0.08775392183593754,0.09562403125000005,0.11827182812500005,0.13304951558593756,0.14530480466992193,0.15903786250000007,0.17253878041210946,0.18627183824218757,0.1987281265234376,0.2122601851562501,0.22576110306835948,0.2394941608984376,0.2527940796132814,0.2665271374433595,0.27878242652734386,0.291496333498047,0.3037516225820314,0.3159164620272462,0.3281717511112306,0.3399569568613282,0.3521217963065431,0.3642866357517579,0.37607184150185563,0.3882366809470704,0.3999314370583986,0.41177355282945305,0.42362217784755873,0.4356921667752931,0.44692830499990255,0.45816444322451194,0.4691942034000978,0.4801832612382375,0.49117231907637715,0.502002007198882,0.5128222102696388,0.5235997306075295,0.5343772509454201,0.5450713862129982,0.5557322195681202,0.5664263548356985,0.5769567947871194,0.5874820752873147,0.5977826616866357,0.6078951860887842,0.617914840368872,0.6278049924231978,0.6376609513871284,0.6474076706973827,0.6571266462312741,0.6668264145353756,0.676451136276196,0.6860608721564111,0.6955382681126898,0.7050110205628657,0.7143744184443152,0.7236723956568268,0.7327736676187604,0.7417831142475064,0.7506688642057219,0.7594577970616891,0.7682067957651704,0.7769028162853853,0.7855251739133293,0.7940527406962339,0.8025252993449654,0.8109041119375306,0.819223575773059,0.827392205338582,0.8354450438027148,0.8433921211386395,0.8512423797893027,0.8590254870096625,0.8666755434538986,0.8742501977226095,0.8817644221152516,0.889162142100645,0.8964490251835233,0.9035780067120254,0.9106130213539857,0.9174641411748119,0.9242541365724206,0.930944781701965,0.9374710352148696,0.9438448334915778,0.9500443885025535,0.9561106767397725,0.9620295903847818,0.9677614678570463,0.973281097318734,0.9785752039743649,0.9836383820946435,0.9884066915240101,0.9928308609213503,0.9967738874146077,1.0

