0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.02734375,0.02734375,0.02734375,0.0361328125,0.0361328125,0.042724609375,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0630950927734375,0.07421875,0.07421875,0.07421875,0.0830078125,0.089599609375,0.09454345703125,0.109375,0.109375,0.109375,0.1181640625,0.1181640625,0.12969970703125,0.14453125,0.14453125,0.151123046875,0.1708984375,0.17584228515625,0.1943817138671875,0.25,0.25,0.25,0.25,0.25,0.25,0.2505950927734375,0.26171875,0.26171875,0.26171875,0.2705078125,0.277099609375,0.28204345703125,0.296875,0.296875,0.296875,0.3056640625,0.3056640625,0.31719970703125,0.33203125,0.33203125,0.338623046875,0.3583984375,0.36334228515625,0.3818817138671875,0.4375,0.4375,0.4375,0.4379463195800781,0.4462890625,0.452880859375,0.4615325927734375,0.47265625,0.479248046875,0.4878997802734375,0.4990234375,0.518798828125,0.5364112854003906,0.578125,0.5784597396850586,0.58966064453125,0.6044921875,0.6159248352050781,0.63909912109375,0.68359375,0.6922454833984375,0.7119436264038086,0.7626953125,0.7839577198028564,0.8379682898521423,1.0

